
ligne,position,substring,pattern,valeur,chiffres,sum
rmpvtfkmxnzrfsxtcdj36one,20,6one,6,6,3 6,26388
rmpvtfkmxnzrfsxtcdj36one,21,one,one,1,3 6 1,26388
569fourfivessrblkq,0,569fourfivessrblkq,5,5,5,26419
569fourfivessrblkq,1,69fourfivessrblkq,6,6,5 6,26419
569fourfivessrblkq,2,9fourfivessrblkq,9,9,5 6 9,26419
569fourfivessrblkq,3,fourfivessrblkq,four,4,5 6 9 4,26419
569fourfivessrblkq,7,fivessrblkq,five,5,5 6 9 4 5,26419
threethreezvvkdjzkx5xjxnlglfrt9qdkscsdf13,0,threethreezvvkdjzkx5xjxnlglfrt9qdkscsdf13,three,3,3,26474
threethreezvvkdjzkx5xjxnlglfrt9qdkscsdf13,5,threezvvkdjzkx5xjxnlglfrt9qdkscsdf13,three,3,3 3,26474
threethreezvvkdjzkx5xjxnlglfrt9qdkscsdf13,19,5xjxnlglfrt9qdkscsdf13,5,5,3 3 5,26474
threethreezvvkdjzkx5xjxnlglfrt9qdkscsdf13,30,9qdkscsdf13,9,9,3 3 5 9,26474
threethreezvvkdjzkx5xjxnlglfrt9qdkscsdf13,39,13,1,1,3 3 5 9 1,26474
threethreezvvkdjzkx5xjxnlglfrt9qdkscsdf13,40,3,3,3,3 3 5 9 1 3,26474
qcgd4cbrjprvnineqtfcxnninethree,4,4cbrjprvnineqtfcxnninethree,4,4,4,26507
qcgd4cbrjprvnineqtfcxnninethree,12,nineqtfcxnninethree,nine,9,4 9,26507
qcgd4cbrjprvnineqtfcxnninethree,22,ninethree,nine,9,4 9 9,26507
qcgd4cbrjprvnineqtfcxnninethree,26,three,three,3,4 9 9 3,26507
6six9fhhgnvfghsix,0,6six9fhhgnvfghsix,6,6,6,26550
6six9fhhgnvfghsix,1,six9fhhgnvfghsix,six,6,6 6,26550
6six9fhhgnvfghsix,4,9fhhgnvfghsix,9,9,6 6 9,26550
6six9fhhgnvfghsix,14,six,six,6,6 6 9 6,26550
ccjrrbkj56zqzbsf797mxsq,8,56zqzbsf797mxsq,5,5,5,26616
ccjrrbkj56zqzbsf797mxsq,9,6zqzbsf797mxsq,6,6,5 6,26616
ccjrrbkj56zqzbsf797mxsq,16,797mxsq,7,7,5 6 7,26616
ccjrrbkj56zqzbsf797mxsq,17,97mxsq,9,9,5 6 7 9,26616
ccjrrbkj56zqzbsf797mxsq,18,7mxsq,7,7,5 6 7 9 7,26616
3ddqxrm6one,0,3ddqxrm6one,3,3,3,26673
3ddqxrm6one,7,6one,6,6,3 6,26673
3ddqxrm6one,8,one,one,1,3 6 1,26673
39four2ninetjcvfzhmgpsmsxrjjseven,0,39four2ninetjcvfzhmgpsmsxrjjseven,3,3,3,26704
39four2ninetjcvfzhmgpsmsxrjjseven,1,9four2ninetjcvfzhmgpsmsxrjjseven,9,9,3 9,26704
39four2ninetjcvfzhmgpsmsxrjjseven,2,four2ninetjcvfzhmgpsmsxrjjseven,four,4,3 9 4,26704
39four2ninetjcvfzhmgpsmsxrjjseven,6,2ninetjcvfzhmgpsmsxrjjseven,2,2,3 9 4 2,26704
39four2ninetjcvfzhmgpsmsxrjjseven,7,ninetjcvfzhmgpsmsxrjjseven,nine,9,3 9 4 2 9,26704
39four2ninetjcvfzhmgpsmsxrjjseven,28,seven,seven,7,3 9 4 2 9 7,26704
fourtq95fourfourfive9,0,fourtq95fourfourfive9,four,4,4,26741
fourtq95fourfourfive9,6,95fourfourfive9,9,9,4 9,26741
fourtq95fourfourfive9,7,5fourfourfive9,5,5,4 9 5,26741
fourtq95fourfourfive9,8,fourfourfive9,four,4,4 9 5 4,26741
fourtq95fourfourfive9,12,fourfive9,four,4,4 9 5 4 4,26741
fourtq95fourfourfive9,16,five9,five,5,4 9 5 4 4 5,26741
fourtq95fourfourfive9,20,9,9,9,4 9 5 4 4 5 9,26741
threemz96onezsqjzbrb,0,threemz96onezsqjzbrb,three,3,3,26790
threemz96onezsqjzbrb,7,96onezsqjzbrb,9,9,3 9,26790
threemz96onezsqjzbrb,8,6onezsqjzbrb,6,6,3 9 6,26790
threemz96onezsqjzbrb,9,onezsqjzbrb,one,1,3 9 6 1,26790
txzgzgcc8threejthree1,8,8threejthree1,8,8,8,26821
txzgzgcc8threejthree1,9,threejthree1,three,3,8 3,26821
txzgzgcc8threejthree1,15,three1,three,3,8 3 3,26821
txzgzgcc8threejthree1,20,1,1,1,8 3 3 1,26821
four4ninethree6cqfbfffptwo,0,four4ninethree6cqfbfffptwo,four,4,4,26902
four4ninethree6cqfbfffptwo,4,4ninethree6cqfbfffptwo,4,4,4 4,26902
four4ninethree6cqfbfffptwo,5,ninethree6cqfbfffptwo,nine,9,4 4 9,26902
four4ninethree6cqfbfffptwo,9,three6cqfbfffptwo,three,3,4 4 9 3,26902
four4ninethree6cqfbfffptwo,14,6cqfbfffptwo,6,6,4 4 9 3 6,26902
four4ninethree6cqfbfffptwo,23,two,two,2,4 4 9 3 6 2,26902
one3kntwothreemzklllzfourcjlrnmb,0,one3kntwothreemzklllzfourcjlrnmb,one,1,1,26944
one3kntwothreemzklllzfourcjlrnmb,3,3kntwothreemzklllzfourcjlrnmb,3,3,1 3,26944
one3kntwothreemzklllzfourcjlrnmb,6,twothreemzklllzfourcjlrnmb,two,2,1 3 2,26944
one3kntwothreemzklllzfourcjlrnmb,9,threemzklllzfourcjlrnmb,three,3,1 3 2 3,26944
one3kntwothreemzklllzfourcjlrnmb,21,fourcjlrnmb,four,4,1 3 2 3 4,26944
sixone9fivesix,0,sixone9fivesix,six,6,6,26958
sixone9fivesix,3,one9fivesix,one,1,6 1,26958
sixone9fivesix,6,9fivesix,9,9,6 1 9,26958
sixone9fivesix,7,fivesix,five,5,6 1 9 5,26958
sixone9fivesix,11,six,six,6,6 1 9 5 6,26958
8jsddhfppj99,0,8jsddhfppj99,8,8,8,27024
8jsddhfppj99,10,99,9,9,8 9,27024
8jsddhfppj99,11,9,9,9,8 9 9,27024
5threekmxdglktv,0,5threekmxdglktv,5,5,5,27113
5threekmxdglktv,1,threekmxdglktv,three,3,5 3,27113
onemxgbhqzjtgcxdmkr994,0,onemxgbhqzjtgcxdmkr994,one,1,1,27166
onemxgbhqzjtgcxdmkr994,19,994,9,9,1 9,27166
onemxgbhqzjtgcxdmkr994,20,94,9,9,1 9 9,27166
onemxgbhqzjtgcxdmkr994,21,4,4,4,1 9 9 4,27166
2vsgrxcrjbkkp15,0,2vsgrxcrjbkkp15,2,2,2,27180
2vsgrxcrjbkkp15,13,15,1,1,2 1,27180
2vsgrxcrjbkkp15,14,5,5,5,2 1 5,27180
2two7rfvfkzzmpdgqtfourtq5one,0,2two7rfvfkzzmpdgqtfourtq5one,2,2,2,27205
2two7rfvfkzzmpdgqtfourtq5one,1,two7rfvfkzzmpdgqtfourtq5one,two,2,2 2,27205
2two7rfvfkzzmpdgqtfourtq5one,4,7rfvfkzzmpdgqtfourtq5one,7,7,2 2 7,27205
2two7rfvfkzzmpdgqtfourtq5one,18,fourtq5one,four,4,2 2 7 4,27205
2two7rfvfkzzmpdgqtfourtq5one,24,5one,5,5,2 2 7 4 5,27205
2two7rfvfkzzmpdgqtfourtq5one,25,one,one,1,2 2 7 4 5 1,27205
ninecqveight5tntgtm37,0,ninecqveight5tntgtm37,nine,9,9,27226
ninecqveight5tntgtm37,7,eight5tntgtm37,eight,8,9 8,27226
ninecqveight5tntgtm37,12,5tntgtm37,5,5,9 8 5,27226
ninecqveight5tntgtm37,19,37,3,3,9 8 5 3,27226
ninecqveight5tntgtm37,20,7,7,7,9 8 5 3 7,27226
38ngqrvhjkfmcl,0,38ngqrvhjkfmcl,3,3,3,27323
38ngqrvhjkfmcl,1,8ngqrvhjkfmcl,8,8,3 8,27323
2fiveeight5,0,2fiveeight5,2,2,2,27361
2fiveeight5,1,fiveeight5,five,5,2 5,27361
2fiveeight5,5,eight5,eight,8,2 5 8,27361
2fiveeight5,10,5,5,5,2 5 8 5,27361
one5ckh4jtjcqcjr54bphzndqrvnine,0,one5ckh4jtjcqcjr54bphzndqrvnine,one,1,1,27386
one5ckh4jtjcqcjr54bphzndqrvnine,3,5ckh4jtjcqcjr54bphzndqrvnine,5,5,1 5,27386
one5ckh4jtjcqcjr54bphzndqrvnine,7,4jtjcqcjr54bphzndqrvnine,4,4,1 5 4,27386
one5ckh4jtjcqcjr54bphzndqrvnine,16,54bphzndqrvnine,5,5,1 5 4 5,27386
one5ckh4jtjcqcjr54bphzndqrvnine,17,4bphzndqrvnine,4,4,1 5 4 5 4,27386
one5ckh4jtjcqcjr54bphzndqrvnine,27,nine,nine,9,1 5 4 5 4 9,27386
8bnine1fourone,0,8bnine1fourone,8,8,8,27405
8bnine1fourone,2,nine1fourone,nine,9,8 9,27405
8bnine1fourone,6,1fourone,1,1,8 9 1,27405
8bnine1fourone,7,fourone,four,4,8 9 1 4,27405
8bnine1fourone,11,one,one,1,8 9 1 4 1,27405
nine1sixpbckqsixthree,0,nine1sixpbckqsixthree,nine,9,9,27486
nine1sixpbckqsixthree,4,1sixpbckqsixthree,1,1,9 1,27486
nine1sixpbckqsixthree,5,sixpbckqsixthree,six,6,9 1 6,27486
nine1sixpbckqsixthree,13,sixthree,six,6,9 1 6 6,27486
nine1sixpbckqsixthree,16,three,three,3,9 1 6 6 3,27486
one7zllzvvgklbkgphtpv,0,one7zllzvvgklbkgphtpv,one,1,1,27579
one7zllzvvgklbkgphtpv,3,7zllzvvgklbkgphtpv,7,7,1 7,27579
6fivecgrlfcheightonebbonetwo,0,6fivecgrlfcheightonebbonetwo,6,6,6,27596
6fivecgrlfcheightonebbonetwo,1,fivecgrlfcheightonebbonetwo,five,5,6 5,27596
6fivecgrlfcheightonebbonetwo,12,eightonebbonetwo,eight,8,6 5 8,27596
6fivecgrlfcheightonebbonetwo,17,onebbonetwo,one,1,6 5 8 1,27596
6fivecgrlfcheightonebbonetwo,22,onetwo,one,1,6 5 8 1 1,27596
6fivecgrlfcheightonebbonetwo,25,two,two,2,6 5 8 1 1 2,27596
dgchmmqfbzcjcnpvttcp6,20,6,6,6,6,27658
1seven73ltpgbts,0,1seven73ltpgbts,1,1,1,27724
1seven73ltpgbts,1,seven73ltpgbts,seven,7,1 7,27724
1seven73ltpgbts,6,73ltpgbts,7,7,1 7 7,27724
1seven73ltpgbts,7,3ltpgbts,3,3,1 7 7 3,27724
1xsdvdt,0,1xsdvdt,1,1,1,27737
qphknjcb4lkzcqdghd3threethree,8,4lkzcqdghd3threethree,4,4,4,27748
qphknjcb4lkzcqdghd3threethree,18,3threethree,3,3,4 3,27748
qphknjcb4lkzcqdghd3threethree,19,threethree,three,3,4 3 3,27748
qphknjcb4lkzcqdghd3threethree,24,three,three,3,4 3 3 3,27748
8eightjxplnt,0,8eightjxplnt,8,8,8,27791
8eightjxplnt,1,eightjxplnt,eight,8,8 8,27791
six5fnnrzghlnjsevendmpnnonethreejvmzgkck,0,six5fnnrzghlnjsevendmpnnonethreejvmzgkck,six,6,6,27879
six5fnnrzghlnjsevendmpnnonethreejvmzgkck,3,5fnnrzghlnjsevendmpnnonethreejvmzgkck,5,5,6 5,27879
six5fnnrzghlnjsevendmpnnonethreejvmzgkck,14,sevendmpnnonethreejvmzgkck,seven,7,6 5 7,27879
six5fnnrzghlnjsevendmpnnonethreejvmzgkck,24,onethreejvmzgkck,one,1,6 5 7 1,27879
six5fnnrzghlnjsevendmpnnonethreejvmzgkck,27,threejvmzgkck,three,3,6 5 7 1 3,27879
threesix2jjseven,0,threesix2jjseven,three,3,3,27942
threesix2jjseven,5,six2jjseven,six,6,3 6,27942
threesix2jjseven,8,2jjseven,2,2,3 6 2,27942
threesix2jjseven,11,seven,seven,7,3 6 2 7,27942
8twotkzfbzbbfive,0,8twotkzfbzbbfive,8,8,8,27979
8twotkzfbzbbfive,1,twotkzfbzbbfive,two,2,8 2,27979
8twotkzfbzbbfive,12,five,five,5,8 2 5,27979
6onehjqdvpbbmgpnzjjbxltwotwochb,0,6onehjqdvpbbmgpnzjjbxltwotwochb,6,6,6,28064
6onehjqdvpbbmgpnzjjbxltwotwochb,1,onehjqdvpbbmgpnzjjbxltwotwochb,one,1,6 1,28064
6onehjqdvpbbmgpnzjjbxltwotwochb,22,twotwochb,two,2,6 1 2,28064
6onehjqdvpbbmgpnzjjbxltwotwochb,25,twochb,two,2,6 1 2 2,28064
seventhree5four7vgl,0,seventhree5four7vgl,seven,7,7,28126
seventhree5four7vgl,5,three5four7vgl,three,3,7 3,28126
seventhree5four7vgl,10,5four7vgl,5,5,7 3 5,28126
seventhree5four7vgl,11,four7vgl,four,4,7 3 5 4,28126
seventhree5four7vgl,15,7vgl,7,7,7 3 5 4 7,28126
seven9fivefive7lxqsldd,0,seven9fivefive7lxqsldd,seven,7,7,28203
seven9fivefive7lxqsldd,5,9fivefive7lxqsldd,9,9,7 9,28203
seven9fivefive7lxqsldd,6,fivefive7lxqsldd,five,5,7 9 5,28203
seven9fivefive7lxqsldd,10,five7lxqsldd,five,5,7 9 5 5,28203
seven9fivefive7lxqsldd,14,7lxqsldd,7,7,7 9 5 5 7,28203
xjlkbctseven1,7,seven1,seven,7,7,28280
xjlkbctseven1,12,1,1,1,7 1,28280
5sevenpslbmmqnrnztgmdtkzf9gbs1,0,5sevenpslbmmqnrnztgmdtkzf9gbs1,5,5,5,28351
5sevenpslbmmqnrnztgmdtkzf9gbs1,1,sevenpslbmmqnrnztgmdtkzf9gbs1,seven,7,5 7,28351
5sevenpslbmmqnrnztgmdtkzf9gbs1,25,9gbs1,9,9,5 7 9,28351
5sevenpslbmmqnrnztgmdtkzf9gbs1,29,1,1,1,5 7 9 1,28351
bsndznhdfjeightonetwo58,10,eightonetwo58,eight,8,8,28402
bsndznhdfjeightonetwo58,15,onetwo58,one,1,8 1,28402
bsndznhdfjeightonetwo58,18,two58,two,2,8 1 2,28402
bsndznhdfjeightonetwo58,21,58,5,5,8 1 2 5,28402
bsndznhdfjeightonetwo58,22,8,8,8,8 1 2 5 8,28402
rxzf7n9vb,4,7n9vb,7,7,7,28490
rxzf7n9vb,6,9vb,9,9,7 9,28490
4pjhkklkhvsix8,0,4pjhkklkhvsix8,4,4,4,28569
4pjhkklkhvsix8,10,six8,six,6,4 6,28569
4pjhkklkhvsix8,13,8,8,8,4 6 8,28569
one11fivetcnzcpzxcssevenseven,0,one11fivetcnzcpzxcssevenseven,one,1,1,28617
one11fivetcnzcpzxcssevenseven,3,11fivetcnzcpzxcssevenseven,1,1,1 1,28617
one11fivetcnzcpzxcssevenseven,4,1fivetcnzcpzxcssevenseven,1,1,1 1 1,28617
one11fivetcnzcpzxcssevenseven,5,fivetcnzcpzxcssevenseven,five,5,1 1 1 5,28617
one11fivetcnzcpzxcssevenseven,19,sevenseven,seven,7,1 1 1 5 7,28617
one11fivetcnzcpzxcssevenseven,24,seven,seven,7,1 1 1 5 7 7,28617
one6eightonesixeightnineeight,0,one6eightonesixeightnineeight,one,1,1,28634
one6eightonesixeightnineeight,3,6eightonesixeightnineeight,6,6,1 6,28634
one6eightonesixeightnineeight,4,eightonesixeightnineeight,eight,8,1 6 8,28634
one6eightonesixeightnineeight,9,onesixeightnineeight,one,1,1 6 8 1,28634
one6eightonesixeightnineeight,12,sixeightnineeight,six,6,1 6 8 1 6,28634
one6eightonesixeightnineeight,15,eightnineeight,eight,8,1 6 8 1 6 8,28634
one6eightonesixeightnineeight,20,nineeight,nine,9,1 6 8 1 6 8 9,28634
one6eightonesixeightnineeight,24,eight,eight,8,1 6 8 1 6 8 9 8,28634
7xgkhtrpmtwo6five48six,0,7xgkhtrpmtwo6five48six,7,7,7,28652
7xgkhtrpmtwo6five48six,9,two6five48six,two,2,7 2,28652
7xgkhtrpmtwo6five48six,12,6five48six,6,6,7 2 6,28652
7xgkhtrpmtwo6five48six,13,five48six,five,5,7 2 6 5,28652
7xgkhtrpmtwo6five48six,17,48six,4,4,7 2 6 5 4,28652
7xgkhtrpmtwo6five48six,18,8six,8,8,7 2 6 5 4 8,28652
7xgkhtrpmtwo6five48six,19,six,six,6,7 2 6 5 4 8 6,28652
dgs4,3,4,4,4,4,28728
pdb1gtnxthxqeightthree2njhzjtnzfthree,3,1gtnxthxqeightthree2njhzjtnzfthree,1,1,1,28772
pdb1gtnxthxqeightthree2njhzjtnzfthree,12,eightthree2njhzjtnzfthree,eight,8,1 8,28772
pdb1gtnxthxqeightthree2njhzjtnzfthree,17,three2njhzjtnzfthree,three,3,1 8 3,28772
pdb1gtnxthxqeightthree2njhzjtnzfthree,22,2njhzjtnzfthree,2,2,1 8 3 2,28772
pdb1gtnxthxqeightthree2njhzjtnzfthree,32,three,three,3,1 8 3 2 3,28772
6bstmrhdhhtgvfbqjq,0,6bstmrhdhhtgvfbqjq,6,6,6,28785
xt68,2,68,6,6,6,28851
xt68,3,8,8,8,6 8,28851
1seventwo,0,1seventwo,1,1,1,28919
1seventwo,1,seventwo,seven,7,1 7,28919
1seventwo,6,two,two,2,1 7 2,28919
79qtjd6,0,79qtjd6,7,7,7,28931
79qtjd6,1,9qtjd6,9,9,7 9,28931
79qtjd6,6,6,6,6,7 9 6,28931
rhcrhmtmmxcnbjdhqtd7cdblltsljntkbcqnfrchbfbkhclseven,19,7cdblltsljntkbcqnfrchbfbkhclseven,7,7,7,29007
rhcrhmtmmxcnbjdhqtd7cdblltsljntkbcqnfrchbfbkhclseven,47,seven,seven,7,7 7,29007
hnlhz15six263nine8,5,15six263nine8,1,1,1,29084
hnlhz15six263nine8,6,5six263nine8,5,5,1 5,29084
hnlhz15six263nine8,7,six263nine8,six,6,1 5 6,29084
hnlhz15six263nine8,10,263nine8,2,2,1 5 6 2,29084
hnlhz15six263nine8,11,63nine8,6,6,1 5 6 2 6,29084
hnlhz15six263nine8,12,3nine8,3,3,1 5 6 2 6 3,29084
hnlhz15six263nine8,13,nine8,nine,9,1 5 6 2 6 3 9,29084
hnlhz15six263nine8,17,8,8,8,1 5 6 2 6 3 9 8,29084
gxfvnsdqjdsoneccthxvtbxxzqbzplfldxx9,11,oneccthxvtbxxzqbzplfldxx9,one,1,1,29102
gxfvnsdqjdsoneccthxvtbxxzqbzplfldxx9,35,9,9,9,1 9,29102
3sixgsdt4ninefivemxtzzqrztsix,0,3sixgsdt4ninefivemxtzzqrztsix,3,3,3,29121
3sixgsdt4ninefivemxtzzqrztsix,1,sixgsdt4ninefivemxtzzqrztsix,six,6,3 6,29121
3sixgsdt4ninefivemxtzzqrztsix,8,4ninefivemxtzzqrztsix,4,4,3 6 4,29121
3sixgsdt4ninefivemxtzzqrztsix,9,ninefivemxtzzqrztsix,nine,9,3 6 4 9,29121
3sixgsdt4ninefivemxtzzqrztsix,13,fivemxtzzqrztsix,five,5,3 6 4 9 5,29121
3sixgsdt4ninefivemxtzzqrztsix,26,six,six,6,3 6 4 9 5 6,29121
onethreeninethreetwo6pldp8,0,onethreeninethreetwo6pldp8,one,1,1,29157
onethreeninethreetwo6pldp8,3,threeninethreetwo6pldp8,three,3,1 3,29157
onethreeninethreetwo6pldp8,8,ninethreetwo6pldp8,nine,9,1 3 9,29157
onethreeninethreetwo6pldp8,12,threetwo6pldp8,three,3,1 3 9 3,29157
onethreeninethreetwo6pldp8,17,two6pldp8,two,2,1 3 9 3 2,29157
onethreeninethreetwo6pldp8,20,6pldp8,6,6,1 3 9 3 2 6,29157
onethreeninethreetwo6pldp8,25,8,8,8,1 3 9 3 2 6 8,29157
n88,1,88,8,8,8,29175
n88,2,8,8,8,8 8,29175
sixseventhree5seven1,0,sixseventhree5seven1,six,6,6,29263
sixseventhree5seven1,3,seventhree5seven1,seven,7,6 7,29263
sixseventhree5seven1,8,three5seven1,three,3,6 7 3,29263
sixseventhree5seven1,13,5seven1,5,5,6 7 3 5,29263
sixseventhree5seven1,14,seven1,seven,7,6 7 3 5 7,29263
sixseventhree5seven1,19,1,1,1,6 7 3 5 7 1,29263
jzrzbhvvpg881,10,881,8,8,8,29324
jzrzbhvvpg881,11,81,8,8,8 8,29324
jzrzbhvvpg881,12,1,1,1,8 8 1,29324
niner6sixthree4,0,niner6sixthree4,nine,9,9,29405
niner6sixthree4,5,6sixthree4,6,6,9 6,29405
niner6sixthree4,6,sixthree4,six,6,9 6 6,29405
niner6sixthree4,9,three4,three,3,9 6 6 3,29405
niner6sixthree4,14,4,4,4,9 6 6 3 4,29405
4sixfour9,0,4sixfour9,4,4,4,29499
4sixfour9,1,sixfour9,six,6,4 6,29499
4sixfour9,4,four9,four,4,4 6 4,29499
4sixfour9,8,9,9,9,4 6 4 9,29499
twodm3dhsxlvvrghqbvfpqvqlvtxdjzjhqvzmb8,0,twodm3dhsxlvvrghqbvfpqvqlvtxdjzjhqvzmb8,two,2,2,29548
twodm3dhsxlvvrghqbvfpqvqlvtxdjzjhqvzmb8,5,3dhsxlvvrghqbvfpqvqlvtxdjzjhqvzmb8,3,3,2 3,29548
twodm3dhsxlvvrghqbvfpqvqlvtxdjzjhqvzmb8,38,8,8,8,2 3 8,29548
one67three17eight,0,one67three17eight,one,1,1,29576
one67three17eight,3,67three17eight,6,6,1 6,29576
one67three17eight,4,7three17eight,7,7,1 6 7,29576
one67three17eight,5,three17eight,three,3,1 6 7 3,29576
one67three17eight,10,17eight,1,1,1 6 7 3 1,29576
one67three17eight,11,7eight,7,7,1 6 7 3 1 7,29576
one67three17eight,12,eight,eight,8,1 6 7 3 1 7 8,29576
onefour1,0,onefour1,one,1,1,29594
onefour1,3,four1,four,4,1 4,29594
onefour1,7,1,1,1,1 4 1,29594
sevenseven5four23,0,sevenseven5four23,seven,7,7,29605
sevenseven5four23,5,seven5four23,seven,7,7 7,29605
sevenseven5four23,10,5four23,5,5,7 7 5,29605
sevenseven5four23,11,four23,four,4,7 7 5 4,29605
sevenseven5four23,15,23,2,2,7 7 5 4 2,29605
sevenseven5four23,16,3,3,3,7 7 5 4 2 3,29605
qcvddc8rmmmffhjvthree8,6,8rmmmffhjvthree8,8,8,8,29678
qcvddc8rmmmffhjvthree8,16,three8,three,3,8 3,29678
qcvddc8rmmmffhjvthree8,21,8,8,8,8 3 8,29678
68fmf6,0,68fmf6,6,6,6,29766
68fmf6,1,8fmf6,8,8,6 8,29766
68fmf6,5,6,6,6,6 8 6,29766
xcn5,3,5,5,5,5,29832
nineqbqhkxhrfourfive7lftzls,0,nineqbqhkxhrfourfive7lftzls,nine,9,9,29887
nineqbqhkxhrfourfive7lftzls,12,fourfive7lftzls,four,4,9 4,29887
nineqbqhkxhrfourfive7lftzls,16,five7lftzls,five,5,9 4 5,29887
nineqbqhkxhrfourfive7lftzls,20,7lftzls,7,7,9 4 5 7,29887
zkkntfcrpthreefive8five3,9,threefive8five3,three,3,3,29984
zkkntfcrpthreefive8five3,14,five8five3,five,5,3 5,29984
zkkntfcrpthreefive8five3,18,8five3,8,8,3 5 8,29984
zkkntfcrpthreefive8five3,19,five3,five,5,3 5 8 5,29984
zkkntfcrpthreefive8five3,23,3,3,3,3 5 8 5 3,29984
ngnzlh81two5,6,81two5,8,8,8,30017
ngnzlh81two5,7,1two5,1,1,8 1,30017
ngnzlh81two5,8,two5,two,2,8 1 2,30017
ngnzlh81two5,11,5,5,5,8 1 2 5,30017
ninebkxxrvrnh4five,0,ninebkxxrvrnh4five,nine,9,9,30102
ninebkxxrvrnh4five,13,4five,4,4,9 4,30102
ninebkxxrvrnh4five,14,five,five,5,9 4 5,30102
7327sevenspjjxxcxbzgsztgnr,0,7327sevenspjjxxcxbzgsztgnr,7,7,7,30197
7327sevenspjjxxcxbzgsztgnr,1,327sevenspjjxxcxbzgsztgnr,3,3,7 3,30197
7327sevenspjjxxcxbzgsztgnr,2,27sevenspjjxxcxbzgsztgnr,2,2,7 3 2,30197
7327sevenspjjxxcxbzgsztgnr,3,7sevenspjjxxcxbzgsztgnr,7,7,7 3 2 7,30197
7327sevenspjjxxcxbzgsztgnr,4,sevenspjjxxcxbzgsztgnr,seven,7,7 3 2 7 7,30197
7l7ngrhkvzqftmrkd,0,7l7ngrhkvzqftmrkd,7,7,7,30274
7l7ngrhkvzqftmrkd,2,7ngrhkvzqftmrkd,7,7,7 7,30274
2rbthreedtdlvgfthfive,0,2rbthreedtdlvgfthfive,2,2,2,30351
2rbthreedtdlvgfthfive,3,threedtdlvgfthfive,three,3,2 3,30351
2rbthreedtdlvgfthfive,17,five,five,5,2 3 5,30351
onenine5dzvznlkht1zfnbspkg2,0,onenine5dzvznlkht1zfnbspkg2,one,1,1,30376
onenine5dzvznlkht1zfnbspkg2,3,nine5dzvznlkht1zfnbspkg2,nine,9,1 9,30376
onenine5dzvznlkht1zfnbspkg2,7,5dzvznlkht1zfnbspkg2,5,5,1 9 5,30376
onenine5dzvznlkht1zfnbspkg2,17,1zfnbspkg2,1,1,1 9 5 1,30376
onenine5dzvznlkht1zfnbspkg2,26,2,2,2,1 9 5 1 2,30376
33tpfdsevenfour8four,0,33tpfdsevenfour8four,3,3,3,30388
33tpfdsevenfour8four,1,3tpfdsevenfour8four,3,3,3 3,30388
33tpfdsevenfour8four,6,sevenfour8four,seven,7,3 3 7,30388
33tpfdsevenfour8four,11,four8four,four,4,3 3 7 4,30388
33tpfdsevenfour8four,15,8four,8,8,3 3 7 4 8,30388
33tpfdsevenfour8four,16,four,four,4,3 3 7 4 8 4,30388
19four5,0,19four5,1,1,1,30422
19four5,1,9four5,9,9,1 9,30422
19four5,2,four5,four,4,1 9 4,30422
19four5,6,5,5,5,1 9 4 5,30422
twotwoone398eight6nine,0,twotwoone398eight6nine,two,2,2,30437
twotwoone398eight6nine,3,twoone398eight6nine,two,2,2 2,30437
twotwoone398eight6nine,6,one398eight6nine,one,1,2 2 1,30437
twotwoone398eight6nine,9,398eight6nine,3,3,2 2 1 3,30437
twotwoone398eight6nine,10,98eight6nine,9,9,2 2 1 3 9,30437
twotwoone398eight6nine,11,8eight6nine,8,8,2 2 1 3 9 8,30437
twotwoone398eight6nine,12,eight6nine,eight,8,2 2 1 3 9 8 8,30437
twotwoone398eight6nine,17,6nine,6,6,2 2 1 3 9 8 8 6,30437
twotwoone398eight6nine,18,nine,nine,9,2 2 1 3 9 8 8 6 9,30437
dcqgn86sixglgbxnp2,5,86sixglgbxnp2,8,8,8,30466
dcqgn86sixglgbxnp2,6,6sixglgbxnp2,6,6,8 6,30466
dcqgn86sixglgbxnp2,7,sixglgbxnp2,six,6,8 6 6,30466
dcqgn86sixglgbxnp2,17,2,2,2,8 6 6 2,30466
six9vksix5273,0,six9vksix5273,six,6,6,30548
six9vksix5273,3,9vksix5273,9,9,6 9,30548
six9vksix5273,6,six5273,six,6,6 9 6,30548
six9vksix5273,9,5273,5,5,6 9 6 5,30548
six9vksix5273,10,273,2,2,6 9 6 5 2,30548
six9vksix5273,11,73,7,7,6 9 6 5 2 7,30548
six9vksix5273,12,3,3,3,6 9 6 5 2 7 3,30548
fivefourseven12sevenjmdhpjpeighteightwolzl,0,fivefourseven12sevenjmdhpjpeighteightwolzl,five,5,5,30611
fivefourseven12sevenjmdhpjpeighteightwolzl,4,fourseven12sevenjmdhpjpeighteightwolzl,four,4,5 4,30611
fivefourseven12sevenjmdhpjpeighteightwolzl,8,seven12sevenjmdhpjpeighteightwolzl,seven,7,5 4 7,30611
fivefourseven12sevenjmdhpjpeighteightwolzl,13,12sevenjmdhpjpeighteightwolzl,1,1,5 4 7 1,30611
fivefourseven12sevenjmdhpjpeighteightwolzl,14,2sevenjmdhpjpeighteightwolzl,2,2,5 4 7 1 2,30611
fivefourseven12sevenjmdhpjpeighteightwolzl,15,sevenjmdhpjpeighteightwolzl,seven,7,5 4 7 1 2 7,30611
